Date,Product_ID,Sales_Amount,Region,Sales_Rep
2024-01-13,177,4118,North,Anita
2023-01-31,129,827,West,Alice
2023-09-08,214,3736,East,Alice
2023-03-30,122,1864,South,Ravi
2023-06-11,202,3661,West,James
2023-01-23,256,4473,East,Maria
2024-11-15,205,3015,North,Maria
2023-11-15,214,1232,North,Anita
2023-02-19,289,2492,East,Maria
2023-08-21,241,1780,East,David
2023-08-28,294,2256,West,Ravi
2023-12-18,294,1054,North,Maria
2024-10-22,251,3172,West,James
2024-06-02,150,2099,West,Sarah
2023-03-14,163,1889,West,Sarah
2023-01-11,221,4206,South,Anita
2024-12-15,252,1017,North,Alice
2024-05-02,290,2719,West,Alice
2023-10-28,102,3511,East,Maria
2023-11-01,131,2756,East,John
2024-08-06,105,2720,East,Ravi
2023-02-17,111,4389,North,Alice
2024-01-30,208,3999,North,James
2023-12-30,272,2939,North,Maria
2023-12-02,165,2041,West,David
2024-05-11,148,3293,West,Maria
2023-04-26,217,3173,West,David
2024-04-21,263,3321,South,Alice
2024-03-13,141,4172,South,Ravi
2024-09-10,283,2651,East,John
2023-06-04,103,3148,North,Alice
2024-03-28,223,1626,North,Ravi
2024-02-08,110,4639,North,Alice
2024-12-08,103,1922,West,Maria
2024-08-02,245,4172,South,Maria
2023-03-20,170,3151,East,Sarah
2024-06-06,152,2825,West,Anita
2023-05-22,209,1044,South,Anita
2024-07-17,241,1943,South,Anita
2024-08-14,140,1551,West,Anita
2023-10-06,148,2677,South,Alice
2023-04-23,296,1774,South,Anita
2023-06-24,193,3683,East,James
2024-12-10,175,4714,East,Alice
2023-08-03,210,496,South,David
2024-08-02,185,808,South,David
2023-12-06,110,1057,East,John
2024-07-28,217,2395,North,David
2024-05-03,108,4774,South,David
2023-06-29,210,2297,West,John
2023-11-24,120,2708,South,Sarah
2024-05-28,176,2517,South,Alice
2024-12-03,268,2910,North,David
2023-06-30,202,3490,East,Sarah
2024-11-04,131,1649,West,Anita
2024-03-03,214,1979,South,Alice
2024-08-11,300,3127,East,Alice
2024-11-26,115,3028,West,Sarah
2023-04-18,131,2200,South,Ravi
2024-06-29,291,4323,North,Ravi
2024-06-18,116,4385,South,Maria
2023-11-12,203,2830,North,David
2023-01-24,183,1078,East,Maria
2023-07-04,273,375,North,David
2024-12-14,234,4414,East,Sarah
2024-12-10,199,1557,South,James
2024-10-30,283,2012,West,John
2024-02-05,189,3151,East,Ravi
2023-09-16,102,858,South,Anita
2024-07-05,290,4416,East,James
2023-03-04,284,4058,East,David
2023-12-19,278,1837,West,Anita
2023-08-22,249,3617,West,David
2023-11-04,216,3896,West,Ravi
2023-11-13,204,4493,North,Anita
2023-10-31,279,4533,North,James
2023-12-21,150,270,East,Ravi
2023-09-26,109,3688,South,Ravi
2024-06-16,237,626,East,David
2023-12-29,150,4915,East,John
2024-05-31,133,4901,North,Maria
2023-12-07,189,2127,East,Maria
2023-11-04,141,966,South,Maria
2023-07-05,299,3275,North,James
2023-12-09,271,1255,South,Sarah
2024-03-05,223,3456,West,Maria
2024-02-23,168,2260,North,Ravi
2023-10-21,271,4214,East,Alice
2024-03-27,238,637,East,Maria
2024-10-29,228,4541,West,Ravi
2024-06-14,135,2439,South,John
2024-12-08,161,2006,North,John
2024-08-15,154,4686,West,Alice
2023-04-08,171,4253,West,Alice
2023-02-15,276,4961,North,Alice
2023-09-11,143,2924,North,Alice
2023-07-19,249,3344,North,Ravi
2023-11-10,226,1310,West,Alice
2023-04-10,291,1211,South,Alice
2023-11-07,285,4126,South,Sarah
2023-08-13,216,4922,South,Maria
2023-10-31,129,1656,West,Ravi
2024-05-31,124,921,East,David
2023-05-25,217,1977,South,Alice
2023-10-04,108,2531,North,Sarah
2023-04-20,139,4864,East,Anita
2023-05-11,255,608,North,Ravi
2023-05-04,216,4459,South,James
2023-03-28,145,353,North,Alice
2024-02-05,222,637,South,John
2024-10-08,140,4865,East,James
2023-08-07,204,405,South,Alice
2024-04-13,236,4257,West,Alice
2024-12-19,284,969,North,David
2024-08-22,192,209,East,Maria
2024-01-19,215,1500,South,John
2023-01-18,155,461,West,Sarah
2023-03-13,145,2857,West,Ravi
2024-11-03,275,1664,West,John
2024-05-05,283,3626,South,David
2023-12-19,206,1420,East,Ravi
2023-08-11,123,1986,North,Alice
2023-10-27,151,1220,West,Anita
2024-11-04,172,660,West,Alice
2023-11-05,214,1803,South,Alice
2024-10-25,176,3427,North,David
2024-08-22,234,1102,West,Ravi
2024-09-22,131,4058,West,Sarah
2024-03-02,181,3887,West,Anita
2023-08-07,108,2925,West,John
2023-10-03,206,1118,North,Maria
2023-03-15,115,3913,South,David
2024-05-02,153,1705,East,Maria
2023-03-15,102,1034,East,Maria
2024-01-03,221,1266,North,David
2024-11-06,149,3524,West,John
2024-01-17,249,2488,South,James
2024-03-04,123,2787,East,Maria
2024-04-26,175,495,East,Alice
2024-12-07,148,424,East,James
2024-04-19,246,983,West,Maria
2024-10-03,211,500,West,John
2023-12-10,124,1318,North,James
2024-07-30,275,1056,East,Ravi
2024-07-06,158,1017,West,Sarah
2024-09-03,276,1142,North,Anita
2024-06-23,206,4594,West,John
2024-06-26,142,261,South,Ravi
2023-06-20,267,4925,East,John
2024-12-06,162,4027,East,Anita
2023-08-15,215,1622,South,Anita
2024-12-17,104,1088,South,Alice
2023-12-19,131,1004,West,Anita
2023-06-23,188,329,North,Anita
2024-08-02,167,2830,South,David
2024-05-14,193,4404,North,Ravi
2023-08-11,266,4779,East,Ravi
2024-05-09,245,3379,South,Anita
2023-05-04,268,4226,South,James
2023-04-20,250,373,East,Maria
2024-02-21,222,4282,South,James
2023-01-23,274,4683,South,Anita
2024-02-27,166,1143,East,Anita
2024-03-14,140,522,West,Sarah
2024-02-27,248,3398,West,Ravi
2024-10-20,133,2128,West,Sarah
2024-04-25,257,2265,East,Sarah
2023-11-15,156,4936,West,Anita
2024-03-16,122,827,North,Anita
2023-07-28,214,3703,North,John
2024-09-03,299,2764,South,Ravi
2024-08-10,121,3952,East,David
2023-05-11,129,1844,South,Anita
2023-11-28,111,3286,North,Ravi
2023-09-16,288,431,South,John
2024-08-01,213,641,East,John
2023-07-18,209,2099,South,David
2023-01-06,238,2403,South,Sarah
2023-10-26,123,1833,West,Alice
2024-12-28,110,591,North,James
2024-01-23,296,3827,West,John
2024-04-21,127,584,South,Maria
2023-07-23,127,3638,East,Maria
2024-09-14,142,4848,East,James
2024-02-17,221,1019,South,Ravi
2024-11-09,171,3767,North,Ravi
2024-09-15,299,4940,South,Ravi
2023-06-27,245,699,West,Anita
2023-01-19,255,3021,North,Alice
2023-05-14,211,953,South,James
2023-08-05,197,3716,South,Ravi
2024-03-27,238,1952,South,Alice
2024-04-04,263,4033,North,Sarah
2024-09-08,286,2776,West,Maria
2023-09-03,295,1797,North,Alice
2023-02-13,245,2383,South,Alice
2024-04-27,215,2961,East,James
2024-09-27,168,236,West,James
2023-02-14,193,691,West,John
2024-04-19,114,1939,East,John
2024-11-17,257,4154,West,James
2024-02-20,156,4501,East,John
2024-01-08,263,2806,North,David
2024-06-27,199,320,East,Sarah
2024-04-27,257,4442,East,James
2024-12-22,224,1977,East,David
2024-02-12,179,2059,West,Ravi
2023-07-30,172,3142,South,Anita
2023-11-17,238,4370,East,Sarah
2023-06-15,224,2916,East,James
2023-12-22,201,3475,South,John
2024-12-09,137,492,East,Alice
2023-11-14,257,4699,South,James
2023-02-09,245,3370,North,Alice
2023-08-15,211,3123,South,James
2024-06-15,282,3169,North,Alice
2024-07-27,257,4599,East,Maria
2023-02-02,254,3334,West,Alice
2024-11-06,193,3512,North,Sarah
2024-03-08,165,3135,South,James
2023-02-03,130,3448,West,Alice
2024-04-18,172,2641,East,Ravi
2024-01-18,189,3547,South,John
2023-06-18,167,1563,East,Ravi
2023-06-02,228,3310,West,Anita
2023-08-12,154,1582,North,Ravi
2023-02-03,114,3514,West,Anita
2023-12-01,121,4701,North,Alice
2024-10-17,235,3293,West,Anita
2023-09-24,294,4542,North,Sarah
2023-09-24,274,3904,East,Sarah
2023-03-27,227,1361,North,Anita
2024-07-17,223,2166,North,John
2024-07-26,260,4713,East,Sarah
2023-03-13,234,4109,South,Alice
2024-06-01,241,249,South,James
2023-02-07,238,2111,South,Anita
2023-07-04,263,2533,East,Ravi
2024-04-26,113,4133,East,Sarah
2024-06-28,141,4260,South,Alice
2023-03-07,276,4540,West,James
2023-05-24,258,3688,South,Maria
2023-08-13,145,3483,West,James
2024-02-28,135,4087,North,Anita
2023-11-30,158,338,East,Alice
2024-09-15,125,3804,West,Alice
2023-08-25,202,438,North,Sarah
2024-09-04,298,3352,South,Ravi
2023-02-01,196,680,West,Maria
2024-04-19,231,2425,North,Sarah
2023-11-13,151,2750,North,David
2024-03-04,167,670,North,David
2024-05-10,128,3094,South,Maria
2023-09-17,282,2603,East,Sarah
2024-10-08,182,3917,East,Maria
2023-07-16,163,306,South,Maria
2024-01-01,262,337,North,Anita
2024-12-08,117,4575,East,Anita
2023-11-01,142,3282,South,Alice
2023-08-01,254,1363,North,John
2023-03-19,184,2675,East,Ravi
2023-05-04,198,3429,South,Maria
2023-11-05,102,410,West,Maria
2024-06-28,179,4842,South,David
2024-12-06,139,1287,South,James
2023-01-31,127,1674,South,Sarah
2023-02-27,240,1459,South,Sarah
2023-11-20,228,3928,East,Maria
2024-01-05,265,962,West,David
2024-01-07,136,1606,South,Anita
2023-05-21,152,1152,South,Sarah
2024-07-24,233,2377,South,David
2023-09-06,146,4070,South,Sarah
2023-11-28,101,1082,South,Alice
2023-09-23,266,2336,West,Anita
2024-08-13,176,4541,North,Sarah
2023-03-21,250,3355,North,Alice
2023-05-24,171,1073,South,Ravi
2023-03-21,197,1348,South,Maria
2023-11-19,117,3122,West,John
2023-05-08,103,4233,East,Maria
2023-10-23,278,1814,North,Maria
2024-02-27,165,2407,East,John
2024-07-12,219,3863,South,David
2024-12-17,191,3673,West,Maria
2023-04-20,292,3137,West,Maria
2024-10-01,273,435,North,Anita
2023-07-18,152,1695,East,Maria
2024-10-21,123,3928,North,Sarah
2023-07-01,208,2756,South,David
2023-11-07,146,490,East,James
2023-07-29,159,2828,North,Sarah
2024-07-03,280,327,South,Maria
2023-10-15,236,1011,East,James
2024-03-04,261,3051,South,James
2023-07-05,173,600,West,Maria
2023-10-24,111,257,North,John
2024-10-01,233,986,West,Alice
2023-08-07,110,2054,North,Ravi
2023-07-29,144,3204,East,John
2024-06-13,121,4876,East,Ravi
2023-12-02,249,4056,West,Ravi
2024-12-20,286,3854,West,John
2024-12-10,216,2770,South,Anita
2023-09-22,104,2994,West,John
2023-07-01,132,4550,West,Sarah
2024-12-17,111,2635,North,Anita
2024-12-02,272,623,South,John
2023-09-27,200,807,South,Maria
2023-10-10,183,1598,West,Ravi
2023-11-03,132,1329,South,John
2023-01-11,281,3795,North,Ravi
2024-01-09,239,2131,South,James
2024-08-30,279,3828,East,Maria
2024-05-20,277,2020,South,Maria
2023-02-28,277,4481,South,Maria
2023-03-03,175,300,West,David
2024-12-17,185,451,West,John
2024-02-24,211,2009,West,David
2024-08-24,167,1645,East,Sarah
2024-06-01,116,1470,North,John
2023-12-23,293,540,South,Ravi
2023-05-05,172,2499,East,Ravi
2024-03-30,284,2554,East,Alice
2024-07-22,246,3360,West,James
2023-01-09,251,2675,North,James
2023-08-20,260,1290,North,Sarah
2023-03-09,282,4914,East,John
2024-11-19,225,3839,South,Maria
2024-11-12,201,2497,West,Alice
2024-01-01,262,823,West,John
2024-02-11,193,3967,West,Ravi
2023-07-05,139,3243,North,Anita
2024-08-30,171,3681,North,Sarah
2024-08-25,141,1721,North,Maria
2024-06-29,290,1309,North,James
2023-03-26,212,2308,West,Sarah
2024-07-30,170,3248,North,Maria
2024-11-01,219,3733,South,Maria
2023-12-30,226,2724,West,John
2023-12-18,199,4166,South,John
2023-09-20,284,4399,North,Anita
2024-09-13,230,4390,North,Anita
2023-02-04,241,2002,North,John
2023-04-22,120,4901,West,Maria
2024-10-29,194,1958,South,John
2023-10-04,239,653,West,Ravi
2024-04-06,132,3898,West,James
2023-11-04,262,3688,West,Alice
2023-04-11,267,4443,West,Maria
2024-11-15,239,3849,South,Maria
2024-09-29,264,3331,South,James
2024-03-19,154,1549,East,Alice
2024-03-19,143,818,East,Ravi
2024-01-17,296,3344,North,Ravi
2024-06-14,203,3474,North,John
2024-05-17,256,2261,West,David
2024-04-15,177,1676,North,John
2024-11-08,185,3352,East,Sarah
2024-07-15,218,265,East,Sarah
2023-08-25,121,3722,East,John
2023-11-14,221,3306,South,John
2023-08-13,127,2999,East,Anita
2023-10-23,160,2522,West,Anita
2024-11-11,112,2952,West,James
2023-09-17,273,3530,East,John
2024-04-24,253,2098,West,Ravi
2023-09-16,291,1225,South,Ravi
2023-07-26,276,2142,East,David
2023-11-26,213,426,East,Maria
2024-07-29,262,2660,North,John
2023-07-24,198,2715,West,Anita
2024-10-02,151,2230,North,Sarah
2024-03-22,157,2013,East,John
2023-06-29,222,560,South,Alice
2023-09-26,279,1773,North,Ravi
2024-11-11,242,3234,West,Anita
2024-07-06,109,2148,North,Sarah
2024-04-26,101,1466,West,Sarah
2023-12-15,279,1469,East,David
2024-01-13,300,3656,West,Maria
2024-06-20,287,2510,East,Sarah
2023-03-31,243,4031,North,Maria
2024-02-22,279,4408,West,John
2023-02-25,296,1317,East,John
2024-04-12,243,473,South,Maria
2023-09-10,125,3100,North,James
2023-01-19,105,2205,North,John
2023-11-15,250,692,North,Anita
2023-08-16,125,4293,West,Sarah
2024-05-17,215,2040,South,Anita
2024-04-25,287,1899,South,Sarah
2024-03-08,178,872,South,David
2023-10-15,214,2444,West,Anita
2023-01-13,170,1766,South,David
2023-09-23,243,1710,East,John
2023-02-18,210,4924,East,James
2023-02-25,243,2450,West,Ravi
2023-10-25,237,1062,South,Anita
2023-02-05,104,2266,East,Ravi
2023-11-24,267,1718,North,Maria
2024-04-18,259,4820,West,Sarah
2024-07-06,277,3669,West,David
2023-05-10,235,1685,North,Anita
2023-05-01,109,4705,North,James
2024-10-27,165,1426,South,Alice
2024-02-13,122,417,West,Maria
2023-06-05,276,1324,South,Anita
2024-07-06,134,2544,South,Maria
2024-04-11,259,2674,South,John
2024-01-31,144,3443,East,David
2024-05-20,121,2613,South,Alice
2024-01-06,116,1965,North,David
2024-08-31,145,2813,North,Sarah
2023-09-07,127,1832,West,Ravi
2024-09-05,292,4540,West,Ravi
2023-07-24,108,3780,North,Sarah
2024-08-15,294,4205,East,Anita
2023-05-24,208,3172,South,Sarah
2024-09-24,283,3637,West,Ravi
2023-06-23,290,2178,North,James
2023-07-30,104,2997,South,David
2023-05-04,125,3242,West,Anita
2023-03-15,265,2374,North,Anita
2024-06-28,109,4023,West,Anita
2023-07-06,107,2278,South,David
2024-09-24,218,4731,East,John
2023-01-26,126,1928,North,David
2023-10-18,115,3858,South,Anita
2024-03-05,134,3972,North,John
2023-06-28,165,4308,East,Sarah
2023-08-14,207,4019,East,James
2023-04-11,137,4826,East,Sarah
2024-06-27,254,687,East,Ravi
2023-10-16,210,4223,South,Anita
2024-10-13,160,983,South,John
2023-12-02,238,4855,South,Anita
2023-08-18,272,2856,South,Maria
2024-04-13,296,2714,West,Sarah
2023-06-09,141,4456,South,James
2024-03-20,203,4760,East,David
2023-07-30,282,1046,West,James
2023-08-31,264,3111,West,James
2023-02-26,236,1816,East,Sarah
2024-10-21,207,3822,East,Maria
2023-06-29,123,435,West,Ravi
2023-11-21,221,3835,East,John
2024-08-13,290,1561,West,David
2023-01-07,220,608,North,Sarah
2023-08-02,269,4724,West,Sarah
2023-04-28,279,1506,South,Sarah
2023-05-09,231,2141,West,Alice
2024-11-26,299,3621,South,Anita
2023-05-15,250,4181,West,Anita
2023-08-01,297,1904,North,James
2024-03-06,180,2477,West,Sarah
2023-10-19,226,4681,East,Sarah
2024-05-04,169,1713,North,Sarah
2023-02-24,153,831,West,John
2023-10-13,298,2823,North,Sarah
2023-06-11,270,4639,West,Sarah
2023-10-05,110,2652,East,Anita
2023-12-23,257,2613,West,Ravi
2024-11-19,207,3495,South,Sarah
2024-06-08,217,4074,South,John
2023-04-10,256,3618,South,Sarah
2024-08-03,193,4443,South,Anita
2023-05-06,242,2557,East,John
2023-12-11,262,4044,North,James
2024-04-11,104,2736,North,Alice
2024-03-21,212,525,East,David
2023-03-16,172,3761,West,John
2023-01-17,123,3413,East,Alice
2023-12-11,150,3139,West,James
2024-05-04,228,276,South,James
2023-01-12,236,3402,East,John
2023-09-20,127,1827,North,John
2023-03-29,114,1732,West,Maria
2023-12-19,235,220,East,Maria
2023-04-30,247,3937,South,Anita
2024-08-18,272,908,West,John
2024-02-14,240,509,West,Anita
2023-07-12,260,3759,West,James
2024-11-24,285,4654,North,John
2023-05-25,212,1287,North,James
2023-07-18,213,4393,East,Alice
2024-08-27,224,4657,South,David
2023-04-15,241,3456,South,James
2024-06-30,263,2574,North,Sarah
2024-02-16,202,1576,North,David
2024-03-20,197,4631,North,John
2024-09-01,273,4884,North,Ravi
2023-02-03,296,3882,West,Alice
2024-01-03,136,2685,North,David
2023-04-06,143,2894,West,James
2024-04-04,166,3681,North,Alice
2023-02-01,296,4096,South,Alice
2024-09-09,253,3881,West,John
2023-06-10,292,497,South,John
2024-10-05,211,4482,North,Anita
2023-10-08,242,4840,West,James
2023-10-03,206,400,North,Anita
2023-08-13,251,1456,North,David
2024-01-06,267,3636,West,Ravi
2023-02-12,103,1320,North,John
2023-07-16,127,3909,North,David
2023-01-22,169,1763,East,John
2023-06-21,291,2740,West,Sarah
2024-04-09,170,624,East,Anita
2024-09-02,148,1058,East,Ravi
2023-01-23,130,1018,North,David
2024-09-08,108,1706,North,John
2023-12-04,219,597,West,Alice
2023-06-28,219,471,North,James
2023-10-22,164,4041,East,Alice
2023-08-28,231,2860,North,James
2023-11-25,104,3765,West,Anita
2024-07-23,239,1300,East,Anita
2023-05-03,177,3930,North,Alice
2023-01-31,289,914,South,David
2024-06-26,102,1359,East,Alice
2023-04-05,265,4143,West,Ravi
2023-04-04,273,3759,East,Ravi
2024-05-08,234,1078,South,Anita
2023-05-01,212,4342,North,David
2023-05-14,166,4073,East,James
2024-02-28,108,2161,West,Ravi
2024-11-19,125,2249,South,Ravi
2024-08-25,206,3357,West,Ravi
2023-08-03,155,2103,East,John
2023-08-15,273,4221,North,Maria
2023-08-02,278,3607,North,David
2023-05-02,120,4440,South,James
2024-08-15,158,3985,South,David
2023-10-10,265,4974,North,Ravi
2023-03-13,169,3559,South,Ravi
2023-06-12,230,4154,East,Ravi
2024-06-12,168,2088,West,Anita
2024-06-12,291,2899,North,Ravi
2023-10-08,238,837,West,Maria
2024-05-12,240,1718,South,Sarah
2023-01-03,169,2455,East,John
2024-09-02,190,4546,East,Maria
2023-08-11,183,2817,South,Alice
2024-11-30,157,1089,East,John
2024-09-09,290,3297,West,Alice
2024-02-02,271,4463,South,David
2024-03-14,203,2959,North,Sarah
2023-11-27,200,207,North,Ravi
2024-01-17,138,3441,South,Sarah
2024-01-07,206,3555,East,Alice
2024-10-30,158,1683,South,Sarah
2023-01-11,251,1605,West,Anita
2024-05-31,295,2226,South,Anita
2024-06-08,241,555,West,James
2024-07-10,252,774,South,Alice
2023-03-24,223,2126,West,Anita
2024-11-06,108,3512,East,Maria
2024-06-03,141,2976,South,Alice
2024-12-02,128,656,South,Ravi
2024-07-05,195,273,North,Sarah
2023-05-21,145,3775,East,John
2024-11-21,293,3543,West,Ravi
2024-01-07,248,2560,East,Alice
2024-06-30,227,1769,East,Ravi
2024-06-08,249,1058,South,Alice
2024-02-14,162,1281,East,James
2023-06-27,106,3267,West,James
2024-11-01,190,2692,North,Sarah
2023-03-30,184,4595,West,James
2023-05-20,244,3573,South,Ravi
2024-09-22,299,2048,East,Sarah
2024-12-18,269,1749,West,Sarah
2023-07-14,164,3089,East,David
2023-06-03,298,1514,West,James
2023-01-17,227,564,West,Maria
2024-01-05,198,4488,West,James
2023-06-18,107,2198,North,Anita
2023-07-01,157,3885,North,Anita
2023-07-20,299,4625,South,Sarah
2024-05-15,177,2437,South,Sarah
2024-04-30,275,1146,East,Ravi
2023-04-03,175,645,South,John
2024-08-21,106,708,South,David
2024-03-07,103,4609,East,Anita
2024-12-06,266,3579,East,Anita
2024-04-20,107,4867,North,Sarah
2023-10-17,201,644,East,Sarah
2024-12-22,273,4325,South,James
2024-12-22,158,1204,South,Ravi
2024-10-22,175,924,West,Anita
2023-01-02,154,2108,South,Maria
2023-11-03,202,312,North,Ravi
2023-04-11,298,1000,North,David
2024-03-23,138,4310,West,Alice
2024-02-03,165,3037,North,Sarah
2023-07-08,192,3798,North,Alice
2024-10-10,145,870,East,Sarah
2024-01-28,159,1650,North,Sarah
2024-08-11,296,1073,West,Sarah
2024-01-03,141,4853,North,John
2024-09-21,280,361,West,John
2023-12-15,103,3804,East,Alice
2024-08-08,277,3193,East,David
2023-01-12,189,738,North,Anita
2023-03-06,187,1994,East,Alice
2023-02-14,261,758,North,James
2024-08-16,161,3279,North,James
2023-03-16,197,291,West,John
2024-09-10,133,1585,North,Alice
2023-02-06,122,1449,East,Anita
2023-10-08,222,4131,South,John
2023-05-11,140,2186,North,Anita
2024-10-17,101,305,West,Sarah
2024-03-23,138,3639,North,John
2024-01-08,152,1497,West,Anita
2024-04-12,273,493,East,Ravi
2024-04-21,191,2624,North,Sarah
2024-07-13,209,825,East,Sarah
2024-09-23,199,2549,East,James
2023-12-13,157,3737,East,Sarah
2023-09-18,215,4919,South,Anita
2024-01-03,104,3368,North,Maria
2024-04-30,160,3496,West,John
2023-04-03,247,4814,East,Ravi
2024-05-05,160,3314,East,Anita
2023-01-22,178,1572,North,Anita
2023-11-28,127,967,West,John
2024-12-13,120,1111,East,Sarah
2023-03-11,153,1842,East,Sarah
2024-01-25,260,3873,West,John
2023-11-16,147,998,East,John
2023-09-04,256,1557,East,Maria
2023-03-10,290,1987,North,Ravi
2024-03-01,157,2803,West,Alice
2023-09-28,238,2791,East,John
2023-12-27,265,4803,East,Alice
2024-09-26,218,4735,North,Maria
2023-09-17,279,874,North,Alice
2023-01-29,167,1259,North,David
2024-11-01,123,2391,West,Anita
2023-05-21,129,4715,South,Anita
2024-04-07,122,257,West,John
2023-10-18,176,2609,West,David
